ProductCode,Date,Quantity,Price,Amount
4889-9714-5175,02/22/2027 08:16:52,8021.666596380706000,35346.971965370840000,2835416.24
3237-5584-1381,03/23/2027 06:01:27,2474.534921591674000,27183.339848669320000,672661.24
9080-5917-2436,01/09/2027 23:09:51,3530.407951461178000,27877.282490063880000,984181.80
6741-9678-4622,06/16/2026 20:00:11,4297.861270784053000,11369.4337254836920000,488642.49
8032-4997-2717,04/26/2027 07:14:25,4336.083175238983000,15949.698837632240000,691592.21
6042-1234-2848,06/22/2026 21:31:03,7172.471337370984000,36404.872946185760000,2611129.08
8871-1890-8330,01/06/2027 03:22:26,7253.964675327142000,22177.10583960680000,1608719.42
6337-3941-2878,05/25/2026 20:08:40,4122.896260888495000,48276.831270415120000,1990403.67
4807-9289-6720,02/22/2027 05:26:45,1256.3161224333328000,30401.066973569080000,381933.51
7387-2085-5948,10/06/2026 08:11:34,8069.969437484302000,34246.273684675280000,2763663.82
5312-4308-1118,06/24/2026 07:22:04,9489.653634010573000,27437.668289495560000,2603739.69
0463-5262-1862,01/03/2027 06:22:42,2475.079976896489000,47980.20673854920000,1187548.49
8379-3862-8250,09/02/2026 04:17:03,2812.687114004767000,46457.371526835440000,1306700.50
5924-6187-0038,09/16/2026 11:56:21,3479.236701248962000,43769.019405547120000,1522827.79
5722-4964-3352,05/05/2027 20:12:44,7598.463456693349000,39277.41408453880000,2984479.96
6043-3485-6879,08/18/2026 01:39:53,3293.909667876106000,25277.532769110040000,832619.10
7442-8048-7978,10/02/2026 03:37:54,8560.766915855947000,23624.841453162160000,2022467.61
9816-9411-7959,01/10/2027 04:19:14,5620.619451153016000,31388.675386943280000,1764237.99
7554-5555-5453,07/07/2026 10:20:01,3008.542438128322000,43188.42453172320000,1299342.08
3819-3059-3182,11/28/2026 03:02:23,7271.021134141084000,12776.6041823808120000,928989.59
8535-6537-0709,08/14/2026 16:11:28,8647.918204999744000,30378.665904251120000,2627122.18
9381-8549-8167,02/20/2027 07:27:09,5428.394334749521000,39292.106340625080000,2132930.47
8842-4461-2672,03/24/2027 05:17:28,6971.854237727608000,24890.526286999880000,1735331.21
2154-0005-5010,03/06/2027 20:26:50,2023.584265618255000,42008.522965865400000,850077.86
6778-9792-1492,04/26/2027 05:56:56,5298.932106914977000,35075.893983541800000,1858647.81
4246-4417-0409,09/08/2026 01:21:25,4402.73964163384000,19295.664372409960000,849537.86
6698-9680-8033,10/05/2026 20:45:34,4366.946193079933000,32127.462668434520000,1402989.01
2214-2669-9934,09/29/2026 04:25:44,7645.687306867711000,36943.718423503760000,2824601.19
6017-1619-7498,12/19/2026 10:33:06,2806.608193680133000,47477.055636158040000,1332494.93
8775-7669-2220,10/31/2026 02:22:55,6950.379328603804000,24612.244972648720000,1710644.39
1647-4238-0896,03/11/2027 10:03:39,3161.20599556498000,48221.579178840080000,1524383.45
1237-6812-8404,09/21/2026 18:45:30,2755.508559956218000,44566.853012772080000,1228043.45
3521-3538-9747,02/26/2027 04:19:28,9124.2222921181000,29794.422693555240000,2718509.36
9110-8510-4826,03/20/2027 00:49:32,7364.231749230922000,10354.24739643544520000,762510.77
0074-2353-0879,10/14/2026 00:56:53,4566.233116240957000,20611.889300344760000,941186.92
9532-8166-7255,11/08/2026 18:04:08,2137.89113358454000,47036.818153905560000,1005595.96
5915-6150-7719,10/10/2026 19:14:28,4787.116353980821000,37033.470681033360000,1772835.33
7456-4562-1974,06/02/2026 17:06:43,7919.8969523923000,22375.675456963040000,1772130.44
1303-6582-2626,01/18/2027 00:36:12,3094.181896531924000,46471.654345587080000,1437917.52
5741-3919-9074,11/12/2026 13:07:29,8715.475185736717000,17959.875345403400000,1565288.48
1251-9186-4934,01/19/2027 05:04:42,4164.438729339037000,43813.630395629760000,1824591.79
2148-1537-2119,03/22/2027 18:46:15,9124.459419704698000,37679.720989193240000,3438070.85
3164-6735-2649,06/16/2026 13:03:30,5525.467399889317000,44914.933006143560000,2481759.98
8274-4161-4439,08/02/2026 15:28:08,2356.237379841121000,30297.773162809000000,713887.46
8704-4657-8531,01/29/2027 08:48:30,4930.269326505874000,34969.602819740360000,1724095.60
2733-7007-3669,12/15/2026 21:21:22,8234.044109600905000,15388.630692224560000,1267106.64
5269-2932-1039,12/02/2026 19:40:36,9270.144922881259000,16314.756091368480000,1512401.53
9267-5033-2480,08/18/2026 05:43:40,5009.166827248564000,25177.743548898920000,1261195.18
5113-5370-0834,10/02/2026 23:35:07,3673.354026731842000,23567.678365054120000,865724.26
4955-5645-6983,12/16/2026 16:54:47,1315.3647945198061000,36040.893339914840000,474069.22
5715-2769-0383,02/13/2027 19:33:51,2885.424191302213000,28552.064385907240000,823848.17
6044-7444-8898,09/24/2026 03:16:36,6465.92433029065000,45796.029607213080000,2961136.62
3019-7123-8063,08/07/2026 03:28:24,3701.53230729148000,33139.46925648040000,1226668.16
4452-4468-5339,03/05/2027 23:43:48,3817.159021270216000,32344.100498952440000,1234625.75
8866-2417-3251,02/17/2027 09:00:01,7810.137801269236000,37722.975116405120000,2946216.34
0521-2484-6538,03/22/2027 10:16:14,6101.510766330754000,25799.963252724280000,1574187.54
0933-6316-7438,09/03/2026 01:48:11,6476.653708939603000,39413.475139199440000,2552674.30
0456-4046-7345,03/15/2027 00:08:48,4425.146955701344000,20437.296646564200000,904380.41
6949-6604-4842,07/06/2026 15:58:19,3606.590858731984000,13568.2352731174320000,489350.73
8380-6023-6630,12/30/2026 06:42:17,8099.443577194651000,46111.275575415440000,3734756.75
6176-4580-8006,01/14/2027 16:53:31,1683.1369631242504000,37410.724411253040000,629673.73
6461-5571-5622,09/23/2026 09:45:24,8252.020629680392000,46075.253695723880000,3802139.44
9160-9435-9815,12/24/2026 00:49:20,7627.410818195401000,21560.230838532240000,1644487.38
2672-3775-2735,01/09/2027 12:05:16,4887.172659554047000,38819.79095059360000,1897190.21
4192-0914-8453,12/12/2026 21:08:17,6847.359473848618000,20039.611018196880000,1372184.20
5253-1872-5093,06/04/2026 11:39:47,9130.114500805378000,30015.870873435320000,2740483.38
5163-9088-0150,07/31/2026 17:17:56,3558.421519419511000,43770.143953430480000,1557526.22
0610-6082-6002,05/02/2027 03:42:02,7509.851474596282000,38481.90017928360000,2889933.55
8576-9692-2178,05/27/2026 15:52:02,3875.217614245702000,12988.7139602803320000,503340.93
3878-9608-0322,05/11/2026 11:02:49,3282.041636303689000,40457.719776717440000,1327839.21
8948-0001-0099,05/28/2026 22:41:36,6854.890587202036000,46835.076688209280000,3210493.26
2134-5660-2302,06/29/2026 10:51:24,6655.836076898401000,23311.448902549960000,1551571.83
3969-4310-4434,12/30/2026 17:19:17,5135.177761632316000,23399.646151919880000,1201613.43
9927-5150-7422,04/14/2027 12:21:14,7047.326553693382000,44349.968964763800000,3125487.14
8990-7690-8220,02/07/2027 22:42:23,9692.577706525309000,42635.444681975080000,4132473.61
2863-5078-9283,10/21/2026 21:04:26,9173.91969547957000,23603.80202708360000,2165393.84
9502-8372-1998,04/04/2027 12:57:18,7810.518115391959000,21318.626003633840000,1665095.15
8837-5603-8854,05/26/2026 16:57:50,6021.032011470028000,42402.115533417640000,2553044.95
3553-3276-5401,04/17/2027 21:23:55,3736.111710414628000,43207.402132781680000,1614276.81
4350-5917-5345,09/01/2026 08:53:45,3974.35394915497000,24541.903131350560000,975382.10
5380-3272-8638,07/02/2026 01:33:54,2248.061777514667000,14266.914670253680000,320729.06
1314-9271-5115,10/23/2026 04:27:44,5743.029587986873000,46120.340719074480000,2648704.81
5054-2212-7885,08/18/2026 23:25:50,7308.330121140067000,40335.968534243840000,2947885.74
0642-5827-5868,02/04/2027 04:33:55,7331.427547176808000,32550.400819242120000,2386409.05
2486-3638-7753,05/28/2026 15:15:52,7415.898436304668000,42386.46794776440000,3143337.41
5544-7365-8117,04/09/2027 09:04:59,2311.43037461281000,44884.888937946680000,1037482.96
4637-9116-6947,03/17/2027 17:32:20,4468.493243877769000,20151.132055671800000,900451.97
7083-6975-7531,01/26/2027 22:54:09,4078.04146249078000,35477.511093079400000,1446787.61
9778-9361-8405,12/04/2026 08:20:48,5659.063623088399000,38094.652491548640000,2155800.62
9369-6793-7621,08/27/2026 11:18:05,2918.771783690689000,31959.094525732480000,932813.03
3993-8784-9142,08/26/2026 11:23:22,2390.728526518627000,40475.258678248120000,967653.56
0057-0608-4402,02/28/2027 18:56:18,3953.20656530989000,24891.497301429280000,984012.31
4346-6862-4154,09/09/2026 23:22:34,4003.601469067684000,20232.476087601440000,810027.71
3003-8932-8465,08/04/2026 00:41:23,1285.0855728362632000,26524.660918050360000,340864.59
7233-2572-9903,07/14/2026 19:59:25,5997.404755449838000,46816.345683813240000,2807765.74
7989-6004-2278,09/21/2026 09:59:30,8599.378423337038000,23083.329821382640000,1985022.88
8370-5194-5923,11/01/2026 22:32:34,2604.022376380723000,43715.422122255720000,1138359.37
5661-5818-3874,01/24/2027 19:55:54,1272.676707309367000,38821.487883257760000,494072.03
4521-3766-3101,03/21/2027 20:04:46,5912.124372703225000,31280.869962988320000,1849363.94
5527-5234-2074,04/27/2027 03:15:06,8074.721539603144000,11029.4475801667280000,890597.18
1068-2041-5232,04/25/2027 22:14:05,5384.632004535538000,23246.325537086520000,1251729.08
6709-5555-7489,07/15/2026 08:35:47,6416.331667112359000,16875.361261761400000,1082779.15
1201-8636-6173,08/05/2026 01:58:41,2975.481129396871000,47019.614933349880000,1399059.77
6726-8741-4016,04/17/2027 05:49:49,9782.739628099795000,41434.195028227000000,4053399.42
0727-7368-6010,08/07/2026 11:06:43,9238.695508420111000,10364.62604112239560000,957556.24
0691-9679-5212,12/10/2026 04:42:27,7188.430274520184000,43423.281098629760000,3121452.28
6328-3991-2079,10/19/2026 05:36:21,7991.870270594878000,36407.620650938960000,2909649.81
2752-5167-2296,12/09/2026 04:51:38,7708.873877477002000,39887.670084607240000,3074890.18
7993-7732-0219,11/21/2026 08:51:46,3661.473540725515000,22049.227085355240000,807326.62
2522-2429-8771,04/02/2027 01:00:43,4381.65016733377000,15831.33019339960000,693673.51
8893-9527-2067,02/21/2027 00:08:15,5173.506346870873000,46763.320219071280000,2419303.34
1301-2427-2822,03/09/2027 22:47:33,1942.880327321131000,30476.888072141240000,592129.46
1800-9957-2101,08/02/2026 07:40:26,1862.1442259306857000,18542.268298068440000,345283.78
1749-4177-9546,02/06/2027 10:43:59,6478.309162429165000,49626.699785719720000,3214971.04
0759-2947-3258,09/21/2026 05:45:34,2154.157265432152000,35342.483383621240000,761332.67
2854-7520-5439,06/05/2026 16:19:04,9132.258312352963000,35803.799174160160000,3269695.43
2807-4667-9323,12/24/2026 17:53:26,3379.288366075078000,30506.587582028720000,1030905.57
3447-2119-7340,06/01/2026 22:23:28,2474.259315023404000,42510.344427077920000,1051816.16
6158-1876-1121,09/01/2026 08:43:54,3814.692587932924000,14889.858467966840000,568002.33
7521-0838-0953,06/18/2026 22:16:38,7456.802974078699000,43508.669979048840000,3244355.80
9625-2970-5529,04/01/2027 05:16:59,7331.051361030256000,40974.670532761840000,3003874.14
5675-0233-9701,04/05/2027 20:24:14,6956.209166193298000,33349.892688722680000,2319888.29
3424-1662-2478,09/27/2026 00:50:52,9823.608656333452000,24471.445174180360000,2403979.01
1701-0789-5096,02/20/2027 22:03:40,2294.317009361017000,25688.780185445840000,589382.05
4865-1881-7769,11/09/2026 13:53:38,6081.427737563068000,48932.847791557400000,2975815.78
0126-2686-6551,11/20/2026 16:02:11,2664.009166886281000,12478.4514964562760000,332427.09
4750-9554-1068,02/03/2027 03:53:02,8591.042358939844000,35745.983972346040000,3070952.62
6924-2270-9205,07/27/2026 03:59:18,4218.504715599229000,21554.983864272760000,909298.01
7511-1212-1343,08/15/2026 20:05:55,1101.6516219028237000,49164.495705182360000,541621.46
1281-7329-9646,04/11/2027 21:50:18,7541.158252165102000,32724.26362895640000,2467788.51
9469-1762-6090,08/23/2026 22:30:01,5771.240201915992000,45085.837205604160000,2602011.96
1069-7739-6026,01/04/2027 04:37:42,9863.28162368002000,40081.761241855280000,3953376.99
7938-1780-8292,02/23/2027 13:54:46,3293.646515173162000,34485.322921920600000,1135824.64
4754-6071-1438,04/18/2027 20:20:18,8331.861120343048000,43241.061266431280000,3602785.17
8240-9680-9980,01/25/2027 09:17:08,8710.667470573435000,22181.808665883120000,1932183.59
6201-4837-2614,03/09/2027 15:16:31,8123.080581585424000,38338.24254242320000,3114246.34
7305-2263-6384,09/15/2026 13:05:09,3189.854417595319000,26552.385565491360000,846982.44
2972-2565-5100,07/22/2026 22:54:13,8885.964545586766000,41786.942017710480000,3713172.85
9984-4307-9957,11/13/2026 12:13:43,5112.950058259417000,44871.943943079480000,2294280.08
3433-5055-8041,11/07/2026 21:17:17,9167.678291619253000,20915.214726788520000,1917439.60
0768-9411-0209,11/26/2026 21:14:52,3395.42096294809000,16975.967492960520000,576405.56
8926-3992-0912,09/28/2026 05:15:15,8308.603109413225000,29263.917884600880000,2431422.79
3652-4970-0679,01/19/2027 14:43:15,7998.520941259399000,41832.452663228040000,3345977.49
7584-6915-6294,02/06/2027 07:55:40,8022.612567982843000,34725.091257236160000,2785859.54
8446-5172-0714,01/19/2027 03:34:25,2413.701797086657000,18152.569990071920000,438148.91
3256-1340-2619,09/08/2026 05:56:27,6658.950843884134000,20224.347297736880000,1346729.35
4088-2628-5167,01/05/2027 03:52:40,6290.901823398742000,16443.191529800200000,1034425.04
7731-0379-3412,10/18/2026 12:34:49,3944.92178014687000,44593.917181847000000,1759195.15
8368-4665-5075,07/14/2026 03:16:10,8534.888179738048000,17817.0755070080000,1520667.47
6881-1034-1223,08/11/2026 11:40:57,4726.643112215803000,33391.618943891560000,1578302.66
1090-6844-7182,12/05/2026 05:51:24,9865.467351060751000,22433.949267505680000,2213213.94
1862-3597-2026,12/05/2026 09:41:33,3026.386331347105000,11895.2544138091760000,359996.35
4520-0824-9292,04/15/2027 00:09:31,6151.396541750281000,13398.4895219257920000,824194.22
0790-1124-6061,06/24/2026 04:00:45,1641.1462737321808000,17325.171668673040000,284331.41
2620-1490-8893,01/26/2027 21:47:43,4580.460570206755000,49991.643858416880000,2289847.54
6337-4904-7699,06/27/2026 00:50:28,1103.0149813239766000,18824.454596126320000,207636.55
7351-4167-4909,12/14/2026 11:44:19,3619.353310785199000,33001.350352082880000,1194435.47
6176-0950-7901,05/05/2027 02:03:02,3622.593706348051000,29543.673571129080000,1070247.26
5923-6630-7062,10/03/2026 16:35:10,9762.651751574863000,30427.524174394960000,2970533.22
4305-9380-5066,09/07/2026 10:08:58,9937.681561827964000,21632.847907342640000,2149803.54
3696-0405-3213,09/30/2026 23:50:12,2265.153742212274000,17234.936495630840000,390397.81
5660-0974-3946,04/08/2027 12:53:36,4669.182778255318000,16183.224078664560000,755624.31
9141-7512-4811,03/30/2027 01:57:35,3709.902292076989000,39473.717027191960000,1464436.33
2291-7120-2366,10/24/2026 09:08:13,2966.867184934153000,39619.139461183440000,1175447.25
2486-8980-8878,01/07/2027 08:59:50,4084.176885902947000,45806.475780908200000,1870817.50
8997-1367-2804,12/19/2026 20:30:33,8012.730517461757000,48646.410432810960000,3897905.77
3182-8724-9066,06/29/2026 16:27:15,3262.832207094655000,46927.361165550520000,1531161.05
3964-4560-1617,01/30/2027 08:19:16,9254.020316378887000,40855.050362147400000,3780734.66
2704-4948-6343,04/16/2027 01:45:49,7506.415269133066000,45255.70821680000,3397081.39
4654-8408-3031,03/27/2027 19:42:09,5449.964417094223000,47320.357745385520000,2578942.66
6989-4596-5204,12/30/2026 17:05:33,1091.2031567504119000,19809.006003486080000,216156.50
4482-4005-3172,07/08/2026 07:49:30,9152.236704979333000,30280.335945548720000,2771328.02
6537-2706-1242,12/18/2026 10:14:46,2680.577686537939000,47878.52245123120000,1283420.99
9422-0631-3470,10/06/2026 09:30:11,1459.9571181433453000,12640.929272980120000,184552.15
7816-2207-1057,04/21/2027 21:57:58,1725.1957145953558000,38810.767457411960000,669561.70
1329-8332-1848,01/20/2027 20:24:19,4348.197164560177000,41103.976324017320000,1787281.93
5237-7241-6979,08/24/2026 18:41:55,7989.190251025348000,42227.892329446440000,3373666.66
7082-6571-4119,05/01/2027 18:04:17,5414.537034353836000,18532.645874538720000,1003456.97
8207-4122-5573,10/18/2026 12:17:03,2821.742479139428000,37492.544920362640000,1057943.07
9333-3180-7336,04/09/2027 07:19:39,3821.227449768361000,43663.48664762320000,1668481.14
5773-4920-5125,12/28/2026 20:55:00,1443.8302291657045000,11555.5168233314960000,166842.05
6705-5336-7393,03/11/2027 02:07:31,1215.8170995447793000,29087.701777773520000,353653.25
2707-8632-5096,11/29/2026 02:55:00,9180.524829543922000,12927.9561360614880000,1186854.22
2461-8520-0048,08/31/2026 10:27:47,7163.905773598246000,45588.481042270960000,3265915.83
6144-8323-3177,11/14/2026 15:29:35,4249.393683192334000,37735.266728945480000,1603520.04
9078-5278-5557,07/04/2026 04:25:53,4277.9399123494000,40787.223548707440000,1744852.92
8024-8408-8761,01/15/2027 15:12:16,4773.302382929113000,44384.50061881520000,2118606.43
8765-8091-3299,06/24/2026 17:51:57,7942.343039144704000,24389.958978289080000,1937134.21
0071-9109-1063,04/23/2027 08:18:38,2892.218048849872000,30074.069580437400000,869807.67
4723-1547-3781,05/06/2026 17:01:50,2624.063150002429000,10301.90416385571080000,270328.47
7703-7531-7764,07/13/2026 08:22:39,3847.092003076294000,49014.916770771680000,1885648.94
7991-9044-4773,05/27/2026 20:46:31,1552.530147209101000,31732.760292583840000,492660.67
1374-4933-8041,11/08/2026 14:08:23,4131.584437203865000,31423.364186427520000,1298282.82
8467-2216-3712,12/16/2026 04:33:07,6037.074148089448000,22882.375823645680000,1381426.00
9161-5556-2882,04/06/2027 00:09:15,9543.465778919626000,41409.05396631320000,3951858.89
0655-4579-2853,01/19/2027 10:57:16,3245.576616800641000,13857.614954227040000,449759.51
8025-9922-1784,08/14/2026 13:24:59,5810.236937620057000,11112.9850760893560000,645690.76
4148-5449-3501,06/26/2026 23:51:39,7657.775056568764000,35187.009369732520000,2694542.03
4569-4951-7357,12/25/2026 16:49:36,5767.519498595191000,49822.639046634760000,2873530.42
5341-9227-2890,08/25/2026 17:04:11,7813.086280040305000,48450.597624072440000,3785487.00
6036-3760-4663,11/08/2026 20:57:49,4376.164526897293000,22540.154682678760000,986394.25
2278-7261-0300,11/10/2026 16:02:56,5210.385527794933000,14745.809521865560000,768313.53
9975-0588-8272,01/14/2027 21:27:00,5571.489492637372000,35496.038417807440000,1977658.05
1721-0674-9593,06/10/2026 01:37:38,4679.881499556289000,12431.9802887526840000,581801.95
4240-4346-1480,08/15/2026 22:54:10,8460.767840185027000,14396.295351466920000,1218037.13
7524-0925-6906,04/02/2027 06:34:41,5081.301913812985000,38302.225618510680000,1946251.72
5494-6329-9098,09/10/2026 01:36:33,2493.583555365676000,35335.197368117120000,881112.67
4357-8732-2799,03/25/2027 11:24:37,5706.581659579549000,20609.811889270320000,1176115.75
5088-9062-0723,06/17/2026 06:26:16,1732.9751386087042000,21003.773669316080000,363990.18
1048-3616-0711,10/10/2026 20:10:01,3384.595521631981000,11356.2317858504640000,384362.51
3505-9587-5935,10/23/2026 15:39:57,9617.944258946278000,26041.968327893880000,2504702.00
3880-7694-5395,10/09/2026 03:44:42,1385.4274819765606000,40310.431688442080000,558471.80
1303-6761-4595,12/23/2026 21:18:21,2677.794351242896000,35547.80157407880000,951897.02
5612-5550-3449,12/09/2026 07:28:38,7573.083344681923000,26997.800307221160000,2044565.92
3614-5449-5211,12/06/2026 14:22:42,3854.906319150388000,15416.743108170480000,594301.00
8515-5810-6799,08/12/2026 23:27:00,2431.133579144926000,17344.980716934840000,421679.65
9920-0279-7825,03/16/2027 08:13:10,5081.550984486091000,20860.11871626880000,1060017.57
1413-4995-4989,08/15/2026 10:55:42,4332.754265737987000,44570.452024471560000,1931128.16
1809-0468-8216,10/21/2026 02:23:13,1036.80004407107608000,36904.247949149520000,382623.26
8562-9809-0201,05/10/2026 09:51:59,9397.092404740762000,19852.445813892720000,1865552.68
3228-7601-9723,01/26/2027 10:08:57,4435.282987806763000,28653.526582448040000,1270864.99
5196-8120-0357,05/07/2026 21:01:34,4234.397143750957000,34291.337684213280000,1452031.42
8495-0063-7307,05/20/2026 07:13:46,7971.170824074106000,26494.260707240920000,2111902.78
1404-6264-2308,09/20/2026 08:41:12,3494.030002191721000,35492.786098564440000,1240128.59
5352-5361-4725,01/14/2027 01:48:05,4273.015218636286000,43801.439700246080000,1871642.18
2715-4684-8381,12/23/2026 23:21:32,1924.501135727791000,39503.863811088760000,760252.31
7276-7636-9251,01/23/2027 07:10:45,6286.989610116856000,10338.13941326549040000,649957.75
0642-1710-1825,10/06/2026 13:54:11,4992.847567542028000,35812.562355592240000,1788066.65
1660-2150-9890,12/06/2026 03:26:37,8595.887418794971000,48512.758593290960000,4170102.11
7481-1353-6799,07/01/2026 15:44:59,9517.916431245961000,32296.390482208480000,3073943.46
9085-0910-6363,06/22/2026 03:38:20,4854.390777373897000,35635.881677994360000,1729904.95
9842-9182-5535,08/11/2026 12:31:40,2323.557751880035000,32224.133989749360000,748746.36
6224-6611-1931,07/22/2026 10:29:43,2997.860014777744000,40169.530194989720000,1204226.28
8439-7005-1599,03/10/2027 03:50:04,2760.900529220281000,36988.429490837640000,1021213.75
7261-2832-5927,12/01/2026 14:43:09,7781.35921882516000,15531.299326902960000,1208546.19
2390-8672-3759,12/03/2026 20:30:53,5438.216912463442000,21298.329924176640000,1158249.38
1882-8361-7121,03/23/2027 01:16:38,3655.6641834409000,26984.085652593760000,986447.55
5584-2245-3459,05/07/2026 05:07:22,1020.11861077658758000,17092.945449914960000,174368.32
8549-6940-5154,12/20/2026 19:58:47,5760.209127854989000,48669.75620746240000,2803479.74
2178-1285-8217,10/30/2026 03:55:55,6370.546376517715000,45175.349861625560000,2877916.61
8360-3222-6033,12/12/2026 19:32:23,6880.28189193118000,29114.694504360640000,2003173.05
5477-3734-1206,09/04/2026 04:54:55,8562.565985498344000,13780.9885950333120000,1180006.24
7136-5470-0590,10/25/2026 15:10:07,6723.657855063919000,39911.906638801880000,2683540.05
3304-9252-8112,07/05/2026 13:22:04,4405.915665651943000,10714.7040382853760000,472080.82
6312-7742-7040,11/08/2026 16:39:52,6953.669039623663000,23606.270921645240000,1641501.95
4441-8464-3770,11/28/2026 00:34:27,2335.048908558733000,36368.367327047120000,849219.16
9207-8232-6836,02/11/2027 17:06:20,6052.909583930554000,10693.2865133265880000,647254.96
5178-2130-1147,04/19/2027 20:33:35,9342.764571236032000,35117.080674118960000,3280906.17
6702-4878-9156,12/08/2026 21:45:48,6847.603073513317000,40177.164207061640000,2751172.73
0440-2020-4785,10/21/2026 20:25:27,3032.689007228437000,17899.526379699640000,542836.97
7262-9465-8327,04/25/2027 01:53:34,8078.759026374952000,24957.689935562480000,2016271.63
1637-2008-4638,06/14/2026 22:59:45,3913.218732564703000,26423.28222415320000,1034000.83
9060-3966-4402,10/04/2026 13:24:33,5984.129706784291000,25152.699611477440000,1505170.17
6670-3281-2659,05/11/2026 23:34:53,5438.105523639361000,22936.380344962960000,1247304.57
4433-3699-5798,06/20/2026 16:19:26,5270.183015350978000,28915.484356345040000,1523898.95
2244-9345-6580,02/02/2027 16:30:28,1160.926574925952000,26148.099146802280000,303560.23
